Country,Year,Indicator,Subindicator_Type,subindex
Armenia,2008,Economic_Participation_and_Opportunity_Subindex,Rank,36
Armenia,2008,Educational_Attainment_Subindex,Index,0.9993
Armenia,2008,Educational_Attainment_Subindex,Rank,29
Armenia,2008,Health_and_Survival_Subindex,Index,0.9279
Armenia,2008,Health_and_Survival_Subindex,Rank,130
Armenia,2008,Political_Empowerment_subindex,Index,0.0468
Armenia,2008,Political_Empowerment_subindex,Rank,118
Australia,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7307
Australia,2008,Economic_Participation_and_Opportunity_Subindex,Rank,22
Australia,2008,Educational_Attainment_Subindex,Index,1
Australia,2008,Educational_Attainment_Subindex,Rank,1
Australia,2008,Health_and_Survival_Subindex,Index,0.9741
Australia,2008,Health_and_Survival_Subindex,Rank,73
Australia,2008,Political_Empowerment_subindex,Index,0.1915
Australia,2008,Political_Empowerment_subindex,Rank,37
Austria,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.5872
Austria,2008,Economic_Participation_and_Opportunity_Subindex,Rank,84
Austria,2008,Educational_Attainment_Subindex,Index,0.9886
Austria,2008,Educational_Attainment_Subindex,Rank,76
Austria,2008,Health_and_Survival_Subindex,Index,0.9796
Austria,2008,Health_and_Survival_Subindex,Rank,1
Austria,2008,Political_Empowerment_subindex,Index,0.3057
Austria,2008,Political_Empowerment_subindex,Rank,14
Azerbaijan,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7863
Azerbaijan,2008,Economic_Participation_and_Opportunity_Subindex,Rank,4
Azerbaijan,2008,Educational_Attainment_Subindex,Index,0.9673
Azerbaijan,2008,Educational_Attainment_Subindex,Rank,91
Azerbaijan,2008,Health_and_Survival_Subindex,Index,0.9313
Azerbaijan,2008,Health_and_Survival_Subindex,Rank,129
Azerbaijan,2008,Political_Empowerment_subindex,Index,0.0575
Azerbaijan,2008,Political_Empowerment_subindex,Rank,114
Belgium,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6519
Belgium,2008,Economic_Participation_and_Opportunity_Subindex,Rank,60
Belgium,2008,Educational_Attainment_Subindex,Index,0.991
Belgium,2008,Educational_Attainment_Subindex,Rank,67
Belgium,2008,Health_and_Survival_Subindex,Index,0.9789
Belgium,2008,Health_and_Survival_Subindex,Rank,52
Belgium,2008,Political_Empowerment_subindex,Index,0.2431
Belgium,2008,Political_Empowerment_subindex,Rank,27
Benin,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.5162
Benin,2008,Economic_Participation_and_Opportunity_Subindex,Rank,105
Benin,2008,Educational_Attainment_Subindex,Index,0.6329
Benin,2008,Educational_Attainment_Subindex,Rank,128
Benin,2008,Health_and_Survival_Subindex,Index,0.9754
Benin,2008,Health_and_Survival_Subindex,Rank,67
Benin,2008,Political_Empowerment_subindex,Index,0.1081
Benin,2008,Political_Empowerment_subindex,Rank,75
Burkina Faso,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6377
Burkina Faso,2008,Economic_Participation_and_Opportunity_Subindex,Rank,67
Burkina Faso,2008,Educational_Attainment_Subindex,Index,0.7068
Burkina Faso,2008,Educational_Attainment_Subindex,Rank,125
Burkina Faso,2008,Health_and_Survival_Subindex,Index,0.9699
Burkina Faso,2008,Health_and_Survival_Subindex,Rank,93
Burkina Faso,2008,Political_Empowerment_subindex,Index,0.0971
Burkina Faso,2008,Political_Empowerment_subindex,Rank,82
Bangladesh,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.4436
Bangladesh,2008,Economic_Participation_and_Opportunity_Subindex,Rank,119
Bangladesh,2008,Educational_Attainment_Subindex,Index,0.9093
Bangladesh,2008,Educational_Attainment_Subindex,Rank,104
Bangladesh,2008,Health_and_Survival_Subindex,Index,0.9496
Bangladesh,2008,Health_and_Survival_Subindex,Rank,124
Bangladesh,2008,Political_Empowerment_subindex,Index,0.3098
Bangladesh,2008,Political_Empowerment_subindex,Rank,13
Bulgaria,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6975
Bulgaria,2008,Economic_Participation_and_Opportunity_Subindex,Rank,35
Bulgaria,2008,Educational_Attainment_Subindex,Index,0.9901
Bulgaria,2008,Educational_Attainment_Subindex,Rank,73
Bulgaria,2008,Health_and_Survival_Subindex,Index,0.9791
Bulgaria,2008,Health_and_Survival_Subindex,Rank,38
Bulgaria,2008,Political_Empowerment_subindex,Index,0.1641
Bulgaria,2008,Political_Empowerment_subindex,Rank,43
Bahrain,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.3988
Bahrain,2008,Economic_Participation_and_Opportunity_Subindex,Rank,126
Bahrain,2008,Educational_Attainment_Subindex,Index,0.9917
Bahrain,2008,Educational_Attainment_Subindex,Rank,66
Bahrain,2008,Health_and_Survival_Subindex,Index,0.9612
Bahrain,2008,Health_and_Survival_Subindex,Rank,112
Bahrain,2008,Political_Empowerment_subindex,Index,0.0192
Bahrain,2008,Political_Empowerment_subindex,Rank,127
Belarus,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.726
Belarus,2008,Economic_Participation_and_Opportunity_Subindex,Rank,26
Belarus,2008,Educational_Attainment_Subindex,Index,0.9902
Belarus,2008,Educational_Attainment_Subindex,Rank,72
Belarus,2008,Health_and_Survival_Subindex,Index,0.9791
Belarus,2008,Health_and_Survival_Subindex,Rank,38
Belarus,2008,Political_Empowerment_subindex,Index,0.1442
Belarus,2008,Political_Empowerment_subindex,Rank,52
Belize,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6094
Belize,2008,Economic_Participation_and_Opportunity_Subindex,Rank,79
Belize,2008,Educational_Attainment_Subindex,Index,1
Belize,2008,Educational_Attainment_Subindex,Rank,1
Belize,2008,Health_and_Survival_Subindex,Index,0.9796
Belize,2008,Health_and_Survival_Subindex,Rank,1
Belize,2008,Political_Empowerment_subindex,Index,0.0549
Belize,2008,Political_Empowerment_subindex,Rank,116
Bolivia,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.5837
Bolivia,2008,Economic_Participation_and_Opportunity_Subindex,Rank,88
Bolivia,2008,Educational_Attainment_Subindex,Index,0.9713
Bolivia,2008,Educational_Attainment_Subindex,Rank,90
Bolivia,2008,Health_and_Survival_Subindex,Index,0.9668
Bolivia,2008,Health_and_Survival_Subindex,Rank,108
Bolivia,2008,Political_Empowerment_subindex,Index,0.145
Bolivia,2008,Political_Empowerment_subindex,Rank,51
Brazil,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6526
Brazil,2008,Economic_Participation_and_Opportunity_Subindex,Rank,59
Brazil,2008,Educational_Attainment_Subindex,Index,1
Brazil,2008,Educational_Attainment_Subindex,Rank,1
Brazil,2008,Health_and_Survival_Subindex,Index,0.9796
Brazil,2008,Health_and_Survival_Subindex,Rank,1
Brazil,2008,Political_Empowerment_subindex,Index,0.0625
Brazil,2008,Political_Empowerment_subindex,Rank,110
Barbados,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7706
Barbados,2008,Economic_Participation_and_Opportunity_Subindex,Rank,9
Barbados,2008,Educational_Attainment_Subindex,Index,0.9957
Barbados,2008,Educational_Attainment_Subindex,Rank,44
Barbados,2008,Health_and_Survival_Subindex,Index,0.9796
Barbados,2008,Health_and_Survival_Subindex,Rank,1
Barbados,2008,Political_Empowerment_subindex,Index,0.1295
Barbados,2008,Political_Empowerment_subindex,Rank,62
Brunei Darussalam,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.57
Brunei Darussalam,2008,Economic_Participation_and_Opportunity_Subindex,Rank,91
Brunei Darussalam,2008,Educational_Attainment_Subindex,Index,0.9934
Brunei Darussalam,2008,Educational_Attainment_Subindex,Rank,62
Brunei Darussalam,2008,Health_and_Survival_Subindex,Index,0.9659
Brunei Darussalam,2008,Health_and_Survival_Subindex,Rank,109
Brunei Darussalam,2008,Political_Empowerment_subindex,Index,0.0275
Brunei Darussalam,2008,Political_Empowerment_subindex,Rank,122
Botswana,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6492
Botswana,2008,Economic_Participation_and_Opportunity_Subindex,Rank,61
Botswana,2008,Educational_Attainment_Subindex,Index,0.9999
Botswana,2008,Educational_Attainment_Subindex,Rank,26
Botswana,2008,Health_and_Survival_Subindex,Index,0.9527
Botswana,2008,Health_and_Survival_Subindex,Rank,120
Botswana,2008,Political_Empowerment_subindex,Index,0.1338
Botswana,2008,Political_Empowerment_subindex,Rank,61
Canada,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7441
Canada,2008,Economic_Participation_and_Opportunity_Subindex,Rank,15
Canada,2008,Educational_Attainment_Subindex,Index,0.9977
Canada,2008,Educational_Attainment_Subindex,Rank,37
Canada,2008,Health_and_Survival_Subindex,Index,0.9783
Canada,2008,Health_and_Survival_Subindex,Rank,57
Canada,2008,Political_Empowerment_subindex,Index,0.1343
Canada,2008,Political_Empowerment_subindex,Rank,60
Switzerland,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6631
Switzerland,2008,Economic_Participation_and_Opportunity_Subindex,Rank,54
Switzerland,2008,Educational_Attainment_Subindex,Index,0.9751
Switzerland,2008,Educational_Attainment_Subindex,Rank,88
Switzerland,2008,Health_and_Survival_Subindex,Index,0.9784
Switzerland,2008,Health_and_Survival_Subindex,Rank,56
Switzerland,2008,Political_Empowerment_subindex,Index,0.3273
Switzerland,2008,Political_Empowerment_subindex,Rank,11
Chile,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.5154
Chile,2008,Economic_Participation_and_Opportunity_Subindex,Rank,106
Chile,2008,Educational_Attainment_Subindex,Index,0.9856
Chile,2008,Educational_Attainment_Subindex,Rank,81
Chile,2008,Health_and_Survival_Subindex,Index,0.9796
Chile,2008,Health_and_Survival_Subindex,Rank,1
Chile,2008,Political_Empowerment_subindex,Index,0.2467
Chile,2008,Political_Empowerment_subindex,Rank,26
China,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6915
China,2008,Economic_Participation_and_Opportunity_Subindex,Rank,43
China,2008,Educational_Attainment_Subindex,Index,0.9778
China,2008,Educational_Attainment_Subindex,Rank,87
China,2008,Health_and_Survival_Subindex,Index,0.941
China,2008,Health_and_Survival_Subindex,Rank,126
China,2008,Political_Empowerment_subindex,Index,0.1408
China,2008,Political_Empowerment_subindex,Rank,54
Cameroon,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.5211
Cameroon,2008,Economic_Participation_and_Opportunity_Subindex,Rank,104
Cameroon,2008,Educational_Attainment_Subindex,Index,0.8343
Cameroon,2008,Educational_Attainment_Subindex,Rank,119
Cameroon,2008,Health_and_Survival_Subindex,Index,0.9686
Cameroon,2008,Health_and_Survival_Subindex,Rank,101
Cameroon,2008,Political_Empowerment_subindex,Index,0.0825
Cameroon,2008,Political_Empowerment_subindex,Rank,97
Colombia,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6966
Colombia,2008,Economic_Participation_and_Opportunity_Subindex,Rank,37
Colombia,2008,Educational_Attainment_Subindex,Index,0.9987
Colombia,2008,Educational_Attainment_Subindex,Rank,32
Colombia,2008,Health_and_Survival_Subindex,Index,0.9796
Colombia,2008,Health_and_Survival_Subindex,Rank,1
Colombia,2008,Political_Empowerment_subindex,Index,0.1026
Colombia,2008,Political_Empowerment_subindex,Rank,79
Costa Rica,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.586
Costa Rica,2008,Economic_Participation_and_Opportunity_Subindex,Rank,86
Costa Rica,2008,Educational_Attainment_Subindex,Index,0.9954
Costa Rica,2008,Educational_Attainment_Subindex,Rank,51
Costa Rica,2008,Health_and_Survival_Subindex,Index,0.9796
Costa Rica,2008,Health_and_Survival_Subindex,Rank,1
Costa Rica,2008,Political_Empowerment_subindex,Index,0.2833
Costa Rica,2008,Political_Empowerment_subindex,Rank,20
Cuba,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.611
Cuba,2008,Economic_Participation_and_Opportunity_Subindex,Rank,77
Cuba,2008,Educational_Attainment_Subindex,Index,1
Cuba,2008,Educational_Attainment_Subindex,Rank,25
Cuba,2008,Health_and_Survival_Subindex,Index,0.9745
Cuba,2008,Health_and_Survival_Subindex,Rank,71
Cuba,2008,Political_Empowerment_subindex,Index,0.2926
Cuba,2008,Political_Empowerment_subindex,Rank,19
Cyprus,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.61
Cyprus,2008,Economic_Participation_and_Opportunity_Subindex,Rank,78
Cyprus,2008,Educational_Attainment_Subindex,Index,0.9954
Cyprus,2008,Educational_Attainment_Subindex,Rank,50
Cyprus,2008,Health_and_Survival_Subindex,Index,0.9657
Cyprus,2008,Health_and_Survival_Subindex,Rank,110
Cyprus,2008,Political_Empowerment_subindex,Index,0.1066
Cyprus,2008,Political_Empowerment_subindex,Rank,76
Czech Republic,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6366
Czech Republic,2008,Economic_Participation_and_Opportunity_Subindex,Rank,68
Czech Republic,2008,Educational_Attainment_Subindex,Index,1
Czech Republic,2008,Educational_Attainment_Subindex,Rank,1
Czech Republic,2008,Health_and_Survival_Subindex,Index,0.9791
Czech Republic,2008,Health_and_Survival_Subindex,Rank,38
Czech Republic,2008,Political_Empowerment_subindex,Index,0.0921
Czech Republic,2008,Political_Empowerment_subindex,Rank,88
Germany,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6877
Germany,2008,Economic_Participation_and_Opportunity_Subindex,Rank,45
Germany,2008,Educational_Attainment_Subindex,Index,0.9954
Germany,2008,Educational_Attainment_Subindex,Rank,49
Germany,2008,Health_and_Survival_Subindex,Index,0.9783
Germany,2008,Health_and_Survival_Subindex,Rank,57
Germany,2008,Political_Empowerment_subindex,Index,0.2962
Germany,2008,Political_Empowerment_subindex,Rank,16
Denmark,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7116
Denmark,2008,Economic_Participation_and_Opportunity_Subindex,Rank,28
Denmark,2008,Educational_Attainment_Subindex,Index,1
Denmark,2008,Educational_Attainment_Subindex,Rank,1
Denmark,2008,Health_and_Survival_Subindex,Index,0.9696
Denmark,2008,Health_and_Survival_Subindex,Rank,97
Denmark,2008,Political_Empowerment_subindex,Index,0.334
Denmark,2008,Political_Empowerment_subindex,Rank,10
Dominican Republic,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6008
Dominican Republic,2008,Economic_Participation_and_Opportunity_Subindex,Rank,82
Dominican Republic,2008,Educational_Attainment_Subindex,Index,1
Dominican Republic,2008,Educational_Attainment_Subindex,Rank,1
Dominican Republic,2008,Health_and_Survival_Subindex,Index,0.9796
Dominican Republic,2008,Health_and_Survival_Subindex,Rank,1
Dominican Republic,2008,Political_Empowerment_subindex,Index,0.1172
Dominican Republic,2008,Political_Empowerment_subindex,Rank,69
Algeria,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.468
Algeria,2008,Economic_Participation_and_Opportunity_Subindex,Rank,115
Algeria,2008,Educational_Attainment_Subindex,Index,0.9491
Algeria,2008,Educational_Attainment_Subindex,Rank,96
Algeria,2008,Health_and_Survival_Subindex,Index,0.9714
Algeria,2008,Health_and_Survival_Subindex,Rank,86
Algeria,2008,Political_Empowerment_subindex,Index,0.0558
Algeria,2008,Political_Empowerment_subindex,Rank,115
Ecuador,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6234
Ecuador,2008,Economic_Participation_and_Opportunity_Subindex,Rank,74
Ecuador,2008,Educational_Attainment_Subindex,Index,0.9953
Ecuador,2008,Educational_Attainment_Subindex,Rank,52
Ecuador,2008,Health_and_Survival_Subindex,Index,0.9796
Ecuador,2008,Health_and_Survival_Subindex,Rank,1
Ecuador,2008,Political_Empowerment_subindex,Index,0.2381
Ecuador,2008,Political_Empowerment_subindex,Rank,28
Egypt,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.4367
Egypt,2008,Economic_Participation_and_Opportunity_Subindex,Rank,120
Egypt,2008,Educational_Attainment_Subindex,Index,0.9018
Egypt,2008,Educational_Attainment_Subindex,Rank,105
Egypt,2008,Health_and_Survival_Subindex,Index,0.9717
Egypt,2008,Health_and_Survival_Subindex,Rank,84
Egypt,2008,Political_Empowerment_subindex,Index,0.0227
Egypt,2008,Political_Empowerment_subindex,Rank,124
Spain,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.577
Spain,2008,Economic_Participation_and_Opportunity_Subindex,Rank,89
Spain,2008,Educational_Attainment_Subindex,Index,0.9938
Spain,2008,Educational_Attainment_Subindex,Rank,58
Spain,2008,Health_and_Survival_Subindex,Index,0.973
Spain,2008,Health_and_Survival_Subindex,Rank,76
Spain,2008,Political_Empowerment_subindex,Index,0.3688
Spain,2008,Political_Empowerment_subindex,Rank,7
Estonia,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7004
Estonia,2008,Economic_Participation_and_Opportunity_Subindex,Rank,33
Estonia,2008,Educational_Attainment_Subindex,Index,0.9954
Estonia,2008,Educational_Attainment_Subindex,Rank,48
Estonia,2008,Health_and_Survival_Subindex,Index,0.9791
Estonia,2008,Health_and_Survival_Subindex,Rank,38
Estonia,2008,Political_Empowerment_subindex,Index,0.1555
Estonia,2008,Political_Empowerment_subindex,Rank,48
Ethiopia,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.5654
Ethiopia,2008,Economic_Participation_and_Opportunity_Subindex,Rank,96
Ethiopia,2008,Educational_Attainment_Subindex,Index,0.7001
Ethiopia,2008,Educational_Attainment_Subindex,Rank,126
Ethiopia,2008,Health_and_Survival_Subindex,Index,0.9686
Ethiopia,2008,Health_and_Survival_Subindex,Rank,101
Ethiopia,2008,Political_Empowerment_subindex,Index,0.1129
Ethiopia,2008,Political_Empowerment_subindex,Rank,70
Finland,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7408
Finland,2008,Economic_Participation_and_Opportunity_Subindex,Rank,19
Finland,2008,Educational_Attainment_Subindex,Index,1
Finland,2008,Educational_Attainment_Subindex,Rank,1
Finland,2008,Health_and_Survival_Subindex,Index,0.9796
Finland,2008,Health_and_Survival_Subindex,Rank,1
Finland,2008,Political_Empowerment_subindex,Index,0.5577
Finland,2008,Political_Empowerment_subindex,Rank,1
France,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6631
France,2008,Economic_Participation_and_Opportunity_Subindex,Rank,53
France,2008,Educational_Attainment_Subindex,Index,1
France,2008,Educational_Attainment_Subindex,Rank,1
France,2008,Health_and_Survival_Subindex,Index,0.9796
France,2008,Health_and_Survival_Subindex,Rank,1
France,2008,Political_Empowerment_subindex,Index,0.2939
France,2008,Political_Empowerment_subindex,Rank,18
United Kingdom,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6918
United Kingdom,2008,Economic_Participation_and_Opportunity_Subindex,Rank,42
United Kingdom,2008,Educational_Attainment_Subindex,Index,1
United Kingdom,2008,Educational_Attainment_Subindex,Rank,1
United Kingdom,2008,Health_and_Survival_Subindex,Index,0.9745
United Kingdom,2008,Health_and_Survival_Subindex,Rank,69
United Kingdom,2008,Political_Empowerment_subindex,Index,0.2801
United Kingdom,2008,Political_Empowerment_subindex,Rank,21
Georgia,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.635
Georgia,2008,Economic_Participation_and_Opportunity_Subindex,Rank,69
Georgia,2008,Educational_Attainment_Subindex,Index,1
Georgia,2008,Educational_Attainment_Subindex,Rank,1
Georgia,2008,Health_and_Survival_Subindex,Index,0.9386
Georgia,2008,Health_and_Survival_Subindex,Rank,127
Georgia,2008,Political_Empowerment_subindex,Index,0.0881
Georgia,2008,Political_Empowerment_subindex,Rank,92
Ghana,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7445
Ghana,2008,Economic_Participation_and_Opportunity_Subindex,Rank,14
Ghana,2008,Educational_Attainment_Subindex,Index,0.8749
Ghana,2008,Educational_Attainment_Subindex,Rank,110
Ghana,2008,Health_and_Survival_Subindex,Index,0.9674
Ghana,2008,Health_and_Survival_Subindex,Rank,106
Ghana,2008,Political_Empowerment_subindex,Index,0.0847
Ghana,2008,Political_Empowerment_subindex,Rank,94
Gambia,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7063
Gambia,2008,Economic_Participation_and_Opportunity_Subindex,Rank,32
Gambia,2008,Educational_Attainment_Subindex,Index,0.8355
Gambia,2008,Educational_Attainment_Subindex,Rank,118
Gambia,2008,Health_and_Survival_Subindex,Index,0.9796
Gambia,2008,Health_and_Survival_Subindex,Rank,1
Gambia,2008,Political_Empowerment_subindex,Index,0.1272
Gambia,2008,Political_Empowerment_subindex,Rank,63
Greece,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6314
Greece,2008,Economic_Participation_and_Opportunity_Subindex,Rank,72
Greece,2008,Educational_Attainment_Subindex,Index,0.9944
Greece,2008,Educational_Attainment_Subindex,Rank,55
Greece,2008,Health_and_Survival_Subindex,Index,0.9785
Greece,2008,Health_and_Survival_Subindex,Rank,54
Greece,2008,Political_Empowerment_subindex,Index,0.0863
Greece,2008,Political_Empowerment_subindex,Rank,93
Guatemala,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.4746
Guatemala,2008,Economic_Participation_and_Opportunity_Subindex,Rank,114
Guatemala,2008,Educational_Attainment_Subindex,Index,0.9148
Guatemala,2008,Educational_Attainment_Subindex,Rank,103
Guatemala,2008,Health_and_Survival_Subindex,Index,0.9796
Guatemala,2008,Health_and_Survival_Subindex,Rank,1
Guatemala,2008,Political_Empowerment_subindex,Index,0.0599
Guatemala,2008,Political_Empowerment_subindex,Rank,113
Honduras,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6338
Honduras,2008,Economic_Participation_and_Opportunity_Subindex,Rank,70
Honduras,2008,Educational_Attainment_Subindex,Index,1
Honduras,2008,Educational_Attainment_Subindex,Rank,1
Honduras,2008,Health_and_Survival_Subindex,Index,0.9796
Honduras,2008,Health_and_Survival_Subindex,Rank,1
Honduras,2008,Political_Empowerment_subindex,Index,0.1707
Honduras,2008,Political_Empowerment_subindex,Rank,41
Croatia,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6554
Croatia,2008,Economic_Participation_and_Opportunity_Subindex,Rank,57
Croatia,2008,Educational_Attainment_Subindex,Index,0.9944
Croatia,2008,Educational_Attainment_Subindex,Rank,56
Croatia,2008,Health_and_Survival_Subindex,Index,0.9791
Croatia,2008,Health_and_Survival_Subindex,Rank,38
Croatia,2008,Political_Empowerment_subindex,Index,0.1579
Croatia,2008,Political_Empowerment_subindex,Rank,47
Hungary,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6687
Hungary,2008,Economic_Participation_and_Opportunity_Subindex,Rank,50
Hungary,2008,Educational_Attainment_Subindex,Index,0.9928
Hungary,2008,Educational_Attainment_Subindex,Rank,64
Hungary,2008,Health_and_Survival_Subindex,Index,0.9791
Hungary,2008,Health_and_Survival_Subindex,Rank,38
Hungary,2008,Political_Empowerment_subindex,Index,0.1061
Hungary,2008,Political_Empowerment_subindex,Rank,77
Indonesia,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.5714
Indonesia,2008,Economic_Participation_and_Opportunity_Subindex,Rank,90
Indonesia,2008,Educational_Attainment_Subindex,Index,0.9445
Indonesia,2008,Educational_Attainment_Subindex,Rank,97
Indonesia,2008,Health_and_Survival_Subindex,Index,0.9719
Indonesia,2008,Health_and_Survival_Subindex,Rank,82
Indonesia,2008,Political_Empowerment_subindex,Index,0.1014
Indonesia,2008,Political_Empowerment_subindex,Rank,80
India,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.399
India,2008,Economic_Participation_and_Opportunity_Subindex,Rank,125
India,2008,Educational_Attainment_Subindex,Index,0.8452
India,2008,Educational_Attainment_Subindex,Rank,116
India,2008,Health_and_Survival_Subindex,Index,0.9315
India,2008,Health_and_Survival_Subindex,Rank,128
India,2008,Political_Empowerment_subindex,Index,0.2484
India,2008,Political_Empowerment_subindex,Rank,25
Ireland,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6811
Ireland,2008,Economic_Participation_and_Opportunity_Subindex,Rank,48
Ireland,2008,Educational_Attainment_Subindex,Index,1
Ireland,2008,Educational_Attainment_Subindex,Rank,1
Ireland,2008,Health_and_Survival_Subindex,Index,0.9727
Ireland,2008,Health_and_Survival_Subindex,Rank,81
Ireland,2008,Political_Empowerment_subindex,Index,0.3535
Ireland,2008,Political_Empowerment_subindex,Rank,8
Iran,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.4485
Iran,2008,Economic_Participation_and_Opportunity_Subindex,Rank,118
Iran,2008,Educational_Attainment_Subindex,Index,0.965
Iran,2008,Educational_Attainment_Subindex,Rank,92
Iran,2008,Health_and_Survival_Subindex,Index,0.9776
Iran,2008,Health_and_Survival_Subindex,Rank,60
Iran,2008,Political_Empowerment_subindex,Index,0.0172
Iran,2008,Political_Empowerment_subindex,Rank,128
Iceland,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7323
Iceland,2008,Economic_Participation_and_Opportunity_Subindex,Rank,20
Iceland,2008,Educational_Attainment_Subindex,Index,0.9934
Iceland,2008,Educational_Attainment_Subindex,Rank,61
Iceland,2008,Health_and_Survival_Subindex,Index,0.9697
Iceland,2008,Health_and_Survival_Subindex,Rank,96
Iceland,2008,Political_Empowerment_subindex,Index,0.5044
Iceland,2008,Political_Empowerment_subindex,Rank,3
Israel,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.6589
Israel,2008,Economic_Participation_and_Opportunity_Subindex,Rank,55
Israel,2008,Educational_Attainment_Subindex,Index,0.9961
Israel,2008,Educational_Attainment_Subindex,Rank,42
Israel,2008,Health_and_Survival_Subindex,Index,0.9699
Israel,2008,Health_and_Survival_Subindex,Rank,93
Israel,2008,Political_Empowerment_subindex,Index,0.1351
Israel,2008,Political_Empowerment_subindex,Rank,59
Italy,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.5872
Italy,2008,Economic_Participation_and_Opportunity_Subindex,Rank,85
Italy,2008,Educational_Attainment_Subindex,Index,0.9957
Italy,2008,Educational_Attainment_Subindex,Rank,43
Italy,2008,Health_and_Survival_Subindex,Index,0.9719
Italy,2008,Health_and_Survival_Subindex,Rank,83
Italy,2008,Political_Empowerment_subindex,Index,0.1604
Italy,2008,Political_Empowerment_subindex,Rank,46
Jamaica,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7301
Jamaica,2008,Economic_Participation_and_Opportunity_Subindex,Rank,23
Jamaica,2008,Educational_Attainment_Subindex,Index,1
Jamaica,2008,Educational_Attainment_Subindex,Rank,1
Jamaica,2008,Health_and_Survival_Subindex,Index,0.9707
Jamaica,2008,Health_and_Survival_Subindex,Rank,91
Jamaica,2008,Political_Empowerment_subindex,Index,0.0913
Jamaica,2008,Political_Empowerment_subindex,Rank,91
Jordan,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.4889
Jordan,2008,Economic_Participation_and_Opportunity_Subindex,Rank,109
Jordan,2008,Educational_Attainment_Subindex,Index,0.986
Jordan,2008,Educational_Attainment_Subindex,Rank,80
Jordan,2008,Health_and_Survival_Subindex,Index,0.971
Jordan,2008,Health_and_Survival_Subindex,Rank,89
Jordan,2008,Political_Empowerment_subindex,Index,0.0642
Jordan,2008,Political_Empowerment_subindex,Rank,108
Japan,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.544
Japan,2008,Economic_Participation_and_Opportunity_Subindex,Rank,102
Japan,2008,Educational_Attainment_Subindex,Index,0.9854
Japan,2008,Educational_Attainment_Subindex,Rank,82
Japan,2008,Health_and_Survival_Subindex,Index,0.9791
Japan,2008,Health_and_Survival_Subindex,Rank,38
Japan,2008,Political_Empowerment_subindex,Index,0.0651
Japan,2008,Political_Empowerment_subindex,Rank,107
Kazakhstan,2008,Economic_Participation_and_Opportunity_Subindex,Index,0.7413
